seed,action_index,x,scalar_noise,scalar_noise_sha256,generated_before_methods,config_sha256
7,11,0.6875,-0.00734876826394979,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,12,0.75,-0.007481870856791471,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,13,0.8125,-0.00893078670298833,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,14,0.875,-0.0031373041191299633,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,15,0.9375,-0.008026213110455262,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
7,16,1.0,-0.001606420170272922,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,0,0.0,0.0036286932645065084,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,1,0.0625,-0.009000815585245516,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,2,0.125,-0.0034413119170274217,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,3,0.1875,-0.009049786066380936,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,4,0.25,0.0031690834045630042,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,5,0.3125,0.0063587771627944744,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,6,0.375,0.0054849161011695236,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,7,0.4375,-0.006109365901134898,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,8,0.5,5.8611291129453795e-05,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,9,0.5625,0.0002349698085462454,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,10,0.625,0.0125978872412467,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,11,0.6875,0.00014968375056572595,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,12,0.75,-0.005477961046577562,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,13,0.8125,0.008750813396311431,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,14,0.875,-0.012719940656065179,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,15,0.9375,0.00880246676697307,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
8,16,1.0,-0.012889198477729364,8b4a80c0c9a76714865fbd242e6a8d860f342d6803dbedb9beecf2d9c1efb1ed,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,0,0.0,0.007435068533263459,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,1,0.0625,0.00663598460962921,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,2,0.125,0.011966407601204303,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,3,0.1875,0.01298946923140887,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,4,0.25,0.0030845666698703436,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,5,0.3125,-0.004549029312816755,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,6,0.375,0.00696928468952081,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,7,0.4375,-0.004202211225943892,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,8,0.5,0.0025989789033207277,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,9,0.5625,-0.0013375648658843962,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,10,0.625,8.827244364917969e-05,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,11,0.6875,0.01324811607015082,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,12,0.75,-0.008817491066795287,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,13,0.8125,-0.0001293801090789936,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,14,0.875,0.011053354386775174,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,15,0.9375,-0.0021125930742444707,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
9,16,1.0,-0.0007633975172088888,954613a24b7351d2493c27f25db41c23153267cecbe19e7f9a587f9a7978da3a,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,0,0.0,-0.003257703766586812,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,1,0.0625,0.009173562146949275,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,2,0.125,0.008526285339868446,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,3,0.1875,0.009063678009494473,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,4,0.25,-0.005537770622058485,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,5,0.3125,0.000863353012623275,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,6,0.375,0.0021388277592075257,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,7,0.4375,-0.012386110775774523,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,8,0.5,0.0014618139241125924,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,9,0.5625,-0.025720600116285196,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,10,0.625,-0.002030818560232821,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,11,0.6875,-0.007172529342921129,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,12,0.75,0.0018070477126717686,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,13,0.8125,0.023012910875973222,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,14,0.875,-0.006861206034505022,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,15,0.9375,0.012760492662749494,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
10,16,1.0,0.0022341515015125318,3e77667225bbf0a993fd271052a0206d2ee8e7d16ad3b8ea70e12c6744e22c01,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,0,0.0,0.01770078751147736,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,1,0.0625,-0.010192012056614422,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,2,0.125,-0.0020045659456792127,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,3,0.1875,0.004845420055994701,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,4,0.25,-0.002470481335104024,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,5,0.3125,-0.00020115353430831485,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,6,0.375,0.013173141418999841,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,7,0.4375,-0.006484061852383316,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,8,0.5,-0.010146102117203175,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,9,0.5625,0.0023690160776755793,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,10,0.625,-0.01845404033059941,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,11,0.6875,-0.003735383656025524,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,12,0.75,0.009263280596399996,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,13,0.8125,0.018944743801444643,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,14,0.875,-0.006637285827086906,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,15,0.9375,-0.011092703759461123,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
11,16,1.0,0.0019611282811713674,ea14a3ef8f995b4a519047914132cbe81505aaebb375b1f0f6d1805624c32711,True,4eafe727b67864632d25d30b526cbdb5c0a83989bf31e7b0cf41f7129c8a89da
