reference_update_kind,observation_count,sigma_obs_standardized,dense_update_solve_seconds,posterior_mean_solve_relative_residual,dense_inverse_relative_residual,total_reference_update_seconds,principal_precision_submatrix_used,repeated_500_rhs_marginalization,active_factor_count,inference_kind,warm_start_source,approximation,optimizer,optimizer_success,optimizer_iterations,optimizer_function_evaluations,gradient_infinity_norm,map_optimization_seconds,optimizer_attempts,factor_energy_gradient_calls,factor_energy_gradient_element_work,factor_energy_gradient_seconds,hessian_construction_seconds,factor_hessian_calls,factor_hessian_element_work,factor_hessian_seconds,dense_cholesky_seconds,laplace_solve_relative_residual,laplace_spd_cholesky_success,stage_conditioning_seconds,method,pbe_conditioning_seconds,active_factor_fraction,selected_action_position,selected_action_key,selected_ei_standardized,adaptive_stages,structural_envelope,full_bank_fallback,structurally_certified,total_decision_seconds,hyperparameters_fit_or_updated,seed,query_index,stop_reason,maximum_contribution_sum_error,warm_start_across_bo_used,warm_start_across_stages_used,worst_challenger_action_position,menz_incremental_update_seconds
J_H0_plus_diagonal_observations,17,0.05,0.0020312918350100517,1.2364092507006211e-15,9.990380698969287e-16,0.0031999999191612005,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,69,79,4.54978004017087e-06,0.1816372089087963,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 69, 'function_evaluations': 79, 'objective': 157.24207187875618, 'gradient_infinity_norm': 4.54978004017087e-06}]",80,9977440,0.17811879119835794,0.003054582979530096,1,124718,0.003054291009902954,0.00039920792914927006,1.6113836405473151e-15,True,0.18903029197826982,FULL_PBE_OPT,0.18903029197826982,1.0,85,current-nlr-pbe-gw-v1:gw:matdb:000011426,1.1537185725448063e-11,0,0.0,False,True,0.1924662501551211,False,1,10,,,,,,
J_H0_plus_diagonal_observations,18,0.05,0.0024094160180538893,1.1192638113838043e-15,9.418486055647411e-16,0.0034601669758558273,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,51,62,1.311972365802827e-06,0.14557666704058647,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 51, 'function_evaluations': 62, 'objective': 157.39316077811534, 'gradient_infinity_norm': 1.311972365802827e-06}]",63,7857234,0.14292175136506557,0.0029464999679476023,1,124718,0.0029462079983204603,0.0003884581383317709,1.6635486778952911e-15,True,0.15278579108417034,FULL_PBE_OPT,0.15278579108417034,1.0,135,current-nlr-pbe-gw-v1:gw:matdb:000289941,2.5228816218722362e-12,0,0.0,False,True,0.15652312501333654,False,1,11,,,,,,
J_H0_plus_diagonal_observations,19,0.05,0.001948624849319458,8.028280557232881e-16,9.84196570305999e-16,0.003131916979327798,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,57,66,1.4139897529449885e-06,0.1566852917894721,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 57, 'function_evaluations': 66, 'objective': 157.32894595617887, 'gradient_infinity_norm': 1.4139897529449885e-06}]",67,8356106,0.15372374933212996,0.0029507919680327177,1,124718,0.0029504999984055758,0.00039279088377952576,1.5894985366104857e-15,True,0.16366704110987484,FULL_PBE_OPT,0.16366704110987484,1.0,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,3.666062887395678e-12,0,0.0,False,True,0.16714125010184944,False,1,12,,,,,,
J_H0_plus_diagonal_observations,8,0.05,0.0021697499323636293,1.3593826271941272e-15,9.70160577595492e-16,0.003313249908387661,False,False,124718,,,,,,,,,,,285,33241814,,,9,1048359,,,,,,ADAPTIVE_PBE,0.6713471258990467,1.0,13,current-nlr-pbe-gw-v1:gw:matdb:000010014,0.019968910884560043,8,-7.442060247885018e-05,True,False,0.6748819169588387,False,1,1,explicit_full_bank_fallback,8.326672684688674e-17,False,True,5,0.004758541937917471
J_H0_plus_diagonal_observations,9,0.05,0.0020358331967145205,8.982005409734898e-16,1.003609119339512e-15,0.003180915955454111,False,False,124718,,,,,,,,,,,79,9852722,,,1,124718,,,,,,ADAPTIVE_PBE,0.18085579085163772,1.0,165,current-nlr-pbe-gw-v1:gw:matdb:000010579,5.948497454731571e-11,0,-1.4200098365621435e-11,False,True,0.1840702078770846,False,1,2,structural_certificate,0.0,True,False,15,0.00041799992322921753
J_H0_plus_diagonal_observations,10,0.05,0.0021102079190313816,1.7113866503062177e-15,9.965747667070249e-16,0.003270374843850732,False,False,124718,,,,,,,,,,,75,9353850,,,1,124718,,,,,,ADAPTIVE_PBE,0.17125716619193554,1.0,15,current-nlr-pbe-gw-v1:gw:matdb:000010786,1.3941172392770465e-11,0,-9.830403782927988e-12,False,True,0.17456237506121397,False,1,3,structural_certificate,0.0,True,False,12,0.0006320411339402199
J_H0_plus_diagonal_observations,11,0.05,0.0024477920960634947,1.0813933200150077e-15,9.770641394367075e-16,0.0035655000247061253,False,False,124718,,,,,,,,,,,74,9229132,,,1,124718,,,,,,ADAPTIVE_PBE,0.17186583299189806,1.0,12,current-nlr-pbe-gw-v1:gw:matdb:000009592,1.6425848981066026e-13,0,-3.481459895454565e-14,False,True,0.17546504084020853,False,1,4,structural_certificate,0.0,True,False,11,0.0006261658854782581
J_H0_plus_diagonal_observations,12,0.05,0.0019259578548371792,1.0297810407009942e-15,1.0287842080803716e-15,0.002836457919329405,False,False,124718,,,,,,,,,,,50,6235900,,,1,124718,,,,,,ADAPTIVE_PBE,0.11803670786321163,1.0,11,current-nlr-pbe-gw-v1:gw:matdb:000010003,1.8019915454118914e-13,0,-1.0220269712982873e-13,False,True,0.1209659578744322,False,1,5,structural_certificate,0.0,True,False,5,0.0003394999075680971
J_H0_plus_diagonal_observations,13,0.05,0.002061540959402919,1.385672580093459e-15,9.769452307534672e-16,0.003196708858013153,False,False,124718,,,,,,,,,,,58,7233644,,,1,124718,,,,,,ADAPTIVE_PBE,0.1420067921280861,1.0,14,current-nlr-pbe-gw-v1:gw:matdb:000009613,1.035595815595703e-13,0,-2.495130815061907e-14,False,True,0.14523524907417595,False,1,6,structural_certificate,0.0,True,False,5,0.0005883330013602972
J_H0_plus_diagonal_observations,14,0.05,0.002250832971185446,9.158116128884204e-16,9.481770637030828e-16,0.003393084043636918,False,False,124718,,,,,,,,,,,59,7358362,,,1,124718,,,,,,ADAPTIVE_PBE,0.1376912088599056,1.0,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,7.965962778598335e-14,0,-2.993257133705434e-14,False,True,0.14112874981947243,False,1,7,structural_certificate,0.0,True,False,134,0.0005741668865084648
J_H0_plus_diagonal_observations,15,0.05,0.0020779590122401714,1.166959467546045e-15,1.0127575334245601e-15,0.0031887912191450596,False,False,124718,,,,,,,,,,,90,11224620,,,1,124718,,,,,,ADAPTIVE_PBE,0.20352520886808634,1.0,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,8.153504282666433e-13,0,-1.9970822111119003e-15,False,True,0.20674666692502797,False,1,8,structural_certificate,0.0,True,False,71,0.0006239588838070631
J_H0_plus_diagonal_observations,16,0.05,0.0018585419747978449,1.4496321646218117e-15,9.74412958210008e-16,0.00312670785933733,False,False,124718,,,,,,,,,,,94,11723492,,,1,124718,,,,,,ADAPTIVE_PBE,0.21593708195723593,1.0,71,current-nlr-pbe-gw-v1:gw:matdb:000289958,3.708709591134211e-12,0,-2.475062163509186e-13,False,True,0.2190999158192426,False,1,9,structural_certificate,0.0,True,False,85,0.00034404080361127853
J_H0_plus_diagonal_observations,17,0.05,0.0021107501816004515,1.2364092507006211e-15,9.990380698969287e-16,0.003272166009992361,False,False,124718,,,,,,,,,,,79,9852722,,,1,124718,,,,,,ADAPTIVE_PBE,0.24714329186826944,1.0,85,current-nlr-pbe-gw-v1:gw:matdb:000011426,1.1537187298295499e-11,0,-7.521820531757174e-12,False,True,0.25047879200428724,False,1,10,structural_certificate,0.0,True,False,135,0.0005456670187413692
J_H0_plus_diagonal_observations,18,0.05,0.0022847498767077923,1.1192638113838043e-15,9.418486055647411e-16,0.003465208923444152,False,False,124718,,,,,,,,,,,63,7857234,,,1,124718,,,,,,ADAPTIVE_PBE,0.1513431251514703,1.0,135,current-nlr-pbe-gw-v1:gw:matdb:000289941,2.522881623727822e-12,0,-1.1772739446354633e-13,False,True,0.1548753750976175,False,1,11,structural_certificate,0.0,True,False,77,0.0005882501136511564
J_H0_plus_diagonal_observations,19,0.05,0.0021202501375228167,8.028280557232881e-16,9.84196570305999e-16,0.0031419580336660147,False,False,124718,,,,,,,,,,,66,8231388,,,1,124718,,,,,,ADAPTIVE_PBE,0.18230604194104671,1.0,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,3.666062892706048e-12,0,-2.1012652958368142e-12,False,True,0.185512957861647,False,1,12,structural_certificate,0.0,True,False,133,0.0006755420472472906
J_H0_plus_diagonal_observations,8,0.05,0.0022424168419092894,1.1010957158395565e-15,1.033863958871041e-15,0.0033779998775571585,False,False,124718,laplace,zero_fallback_first_state,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,81,93,1.522005565524065e-06,0.20432962500490248,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 81, 'function_evaluations': 93, 'objective': 162.32414775369028, 'gradient_infinity_norm': 1.522005565524065e-06}]",94,11723492,0.20038770325481892,0.0029657909180969,1,124718,0.002965457970276475,0.0004070410504937172,1.4752343243036004e-15,True,0.2117500831373036,FULL_PBE_OPT,0.2117500831373036,1.0,13,current-nlr-pbe-gw-v1:gw:matdb:000010014,0.007925992907058206,0,0.0,False,True,0.21532383398152888,False,2,1,,,,,,
J_H0_plus_diagonal_observations,9,0.05,0.0022100829519331455,8.613540285979398e-16,1.0118272486323067e-15,0.003420792054384947,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,79,88,5.380656531439598e-07,0.19243854214437306,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 79, 'function_evaluations': 88, 'objective': 161.23819740463958, 'gradient_infinity_norm': 5.380656531439598e-07}]",89,11099902,0.18862391635775566,0.0029638330452144146,1,124718,0.002963417209684849,0.0004015830345451832,1.4995287492921925e-15,True,0.19993066601455212,FULL_PBE_OPT,0.19993066601455212,1.0,165,current-nlr-pbe-gw-v1:gw:matdb:000010579,2.905440176240997e-10,0,0.0,False,True,0.20373858278617263,False,2,2,,,,,,
J_H0_plus_diagonal_observations,10,0.05,0.002158625051379204,1.3439485216205224e-15,1.0093319284878657e-15,0.00348529196344316,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,80,87,2.0802397792951677e-06,0.18875566590577364,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 80, 'function_evaluations': 87, 'objective': 160.4462655121071, 'gradient_infinity_norm': 2.0802397792951677e-06}]",88,10975184,0.18506579054519534,0.0029346670489758253,1,124718,0.0029342910274863243,0.0003929159138351679,1.5709687933083146e-15,True,0.19620779203251004,FULL_PBE_OPT,0.19620779203251004,1.0,15,current-nlr-pbe-gw-v1:gw:matdb:000010786,7.798252082216938e-11,0,0.0,False,True,0.200066041899845,False,2,3,,,,,,
J_H0_plus_diagonal_observations,11,0.05,0.0025895419530570507,1.0886082619340864e-15,1.0061267547582751e-15,0.00377408298663795,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,67,73,2.5305255220865047e-06,0.16595533397048712,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 67, 'function_evaluations': 73, 'objective': 159.7268834998347, 'gradient_infinity_norm': 2.5305255220865047e-06}]",74,9229132,0.1628503343090415,0.0030032501090317965,1,124718,0.0030028338078409433,0.0003192080184817314,1.52478519823948e-15,True,0.17323108296841383,FULL_PBE_OPT,0.17323108296841383,1.0,11,current-nlr-pbe-gw-v1:gw:matdb:000010003,1.1696160878393486e-12,0,0.0,False,True,0.17726491601206362,False,2,4,,,,,,
J_H0_plus_diagonal_observations,12,0.05,0.0022381250746548176,5.468806005476652e-16,9.658657511834438e-16,0.0034441249445080757,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,61,68,5.743831280102807e-06,0.16938229207880795,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 61, 'function_evaluations': 68, 'objective': 159.543514641419, 'gradient_infinity_norm': 5.743831280102807e-06}]",69,8605542,0.16620245622470975,0.003015875117853284,1,124718,0.003015542170032859,0.0003260839730501175,1.544349888387585e-15,True,0.17642249981872737,FULL_PBE_OPT,0.17642249981872737,1.0,12,current-nlr-pbe-gw-v1:gw:matdb:000009592,1.6742298405832496e-12,0,0.0,False,True,0.18017470883205533,False,2,5,,,,,,
J_H0_plus_diagonal_observations,13,0.05,0.0023052911274135113,9.624758723878803e-16,9.25898226096945e-16,0.0035457918420434,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,46,53,3.40917952562636e-06,0.12691941601224244,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 46, 'function_evaluations': 53, 'objective': 159.47533459854253, 'gradient_infinity_norm': 3.40917952562636e-06}]",54,6734772,0.12456437502987683,0.0030853329226374626,1,124718,0.0030848339665681124,0.00033425004221498966,1.631876279984506e-15,True,0.13431250001303852,FULL_PBE_OPT,0.13431250001303852,1.0,14,current-nlr-pbe-gw-v1:gw:matdb:000009613,7.003851830682955e-13,0,0.0,False,True,0.1383856669999659,False,2,6,,,,,,
J_H0_plus_diagonal_observations,14,0.05,0.002345042070373893,1.0893037132682567e-15,9.96019422442719e-16,0.0035056660417467356,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,67,73,8.41438614315737e-06,0.16297125001437962,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 67, 'function_evaluations': 73, 'objective': 159.1455215489181, 'gradient_infinity_norm': 8.41438614315737e-06}]",74,9229132,0.15958608104847372,0.0036374160554260015,1,124718,0.0036091250367462635,0.0005874589551240206,1.5270746003931053e-15,True,0.17473045899532735,FULL_PBE_OPT,0.17473045899532735,1.0,6,current-nlr-pbe-gw-v1:gw:matdb:000009985,6.826654088588444e-13,0,0.0,False,True,0.17884354200214148,False,2,7,,,,,,
J_H0_plus_diagonal_observations,15,0.05,0.0023479999508708715,8.534288978240924e-16,9.490549357996543e-16,0.0037716669030487537,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,47,56,2.4395638769936223e-06,0.12615454196929932,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 47, 'function_evaluations': 56, 'objective': 159.09719688577545, 'gradient_infinity_norm': 2.4395638769936223e-06}]",57,7108926,0.12357474537566304,0.0030063330195844173,1,124718,0.00300604198127985,0.00039070798084139824,1.5017380690330904e-15,True,0.133618958061561,FULL_PBE_OPT,0.133618958061561,1.0,7,current-nlr-pbe-gw-v1:gw:matdb:000009577,5.340258654628712e-13,0,0.0,False,True,0.13782641710713506,False,2,8,,,,,,
J_H0_plus_diagonal_observations,16,0.05,0.002055916003882885,5.407929115266636e-16,9.927140124382341e-16,0.0032567500602453947,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,48,53,8.932530909146197e-07,0.12171683297492564,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 48, 'function_evaluations': 53, 'objective': 158.89361765537026, 'gradient_infinity_norm': 8.932530909146197e-07}]",54,6734772,0.11924896063283086,0.0030300829093903303,1,124718,0.003029708983376622,0.00039066700264811516,1.547105322586876e-15,True,0.12915679183788598,FULL_PBE_OPT,0.12915679183788598,1.0,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,4.720467274030315e-13,0,0.0,False,True,0.13282533292658627,False,2,9,,,,,,
J_H0_plus_diagonal_observations,17,0.05,0.00222949986346066,7.569009075199019e-16,9.625313104227727e-16,0.0033978749997913837,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,71,80,4.050549636753012e-06,0.18941683392040431,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 71, 'function_evaluations': 80, 'objective': 157.96844660963345, 'gradient_infinity_norm': 4.050549636753012e-06}]",81,10102158,0.18597746058367193,0.003358250018209219,1,124718,0.0033579159062355757,0.000390833942219615,1.5727814739017903e-15,True,0.19712883397005498,FULL_PBE_OPT,0.19712883397005498,1.0,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,3.353810107644744e-12,0,0.0,False,True,0.20099683292210102,False,2,10,,,,,,
J_H0_plus_diagonal_observations,18,0.05,0.002075375057756901,6.502304278726707e-16,9.611672081582937e-16,0.0037269170861691236,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,70,76,1.3676873938999953e-06,0.17115533305332065,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 70, 'function_evaluations': 76, 'objective': 157.40279563554913, 'gradient_infinity_norm': 1.3676873938999953e-06}]",77,9603286,0.16781832883134484,0.002954165916889906,1,124718,0.0029538748785853386,0.00038295798003673553,1.5786333042130773e-15,True,0.17855433281511068,FULL_PBE_OPT,0.17855433281511068,1.0,71,current-nlr-pbe-gw-v1:gw:matdb:000289958,1.2671650657903505e-11,0,0.0,False,True,0.18262220919132233,False,2,11,,,,,,
J_H0_plus_diagonal_observations,19,0.05,0.0021193339489400387,5.905014783418985e-16,9.65556716258333e-16,0.003360915929079056,False,False,124718,laplace,preceding_FULL_PBE_OPT_MAP,Laplace Gaussian; not the exact conditioned posterior,scipy.optimize.minimize/L-BFGS-B,True,62,71,3.729253107459529e-06,0.16619045799598098,"[{'attempt': 1, 'start_source': 'initial_map', 'success': True, 'status': 0, 'message': 'CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH', 'iterations': 62, 'function_evaluations': 71, 'objective': 156.95719706428076, 'gradient_infinity_norm': 3.729253107459529e-06}]",72,8979696,0.16298016835935414,0.003130541881546378,1,124718,0.0031302908901125193,0.0003209579735994339,1.5787264635253819e-15,True,0.17335170903243124,FULL_PBE_OPT,0.17335170903243124,1.0,135,current-nlr-pbe-gw-v1:gw:matdb:000289941,1.087725911842814e-11,0,0.0,False,True,0.17694562510587275,False,2,12,,,,,,
J_H0_plus_diagonal_observations,8,0.05,0.0020382499787956476,1.1010957158395565e-15,1.033863958871041e-15,0.0032197500113397837,False,False,124718,,,,,,,,,,,314,36888001,,,9,1053206,,,,,,ADAPTIVE_PBE,0.7558499167207628,1.0,13,current-nlr-pbe-gw-v1:gw:matdb:000010014,0.00792599226724873,8,-0.0001569177079071074,True,False,0.7595327920280397,False,2,1,explicit_full_bank_fallback,4.440892098500626e-16,False,True,165,0.004791166866198182
J_H0_plus_diagonal_observations,9,0.05,0.0021559169981628656,8.613540285979398e-16,1.0118272486323067e-15,0.0038347921799868345,False,False,124718,,,,,,,,,,,81,10102158,,,1,124718,,,,,,ADAPTIVE_PBE,0.18187087588012218,1.0,165,current-nlr-pbe-gw-v1:gw:matdb:000010579,2.905436083956359e-10,0,-7.49562080152378e-11,False,True,0.18590854201465845,False,2,2,structural_certificate,0.0,True,False,15,0.000645417021587491
J_H0_plus_diagonal_observations,10,0.05,0.0022634160704910755,1.3439485216205224e-15,1.0093319284878657e-15,0.0036247498355805874,False,False,124718,,,,,,,,,,,81,10102158,,,1,124718,,,,,,ADAPTIVE_PBE,0.1868701670318842,1.0,15,current-nlr-pbe-gw-v1:gw:matdb:000010786,7.798243117874565e-11,0,-5.814317915932287e-11,False,True,0.1905333751346916,False,2,3,structural_certificate,0.0,True,False,11,0.0007082091178745031
J_H0_plus_diagonal_observations,11,0.05,0.0020476658828556538,1.0886082619340864e-15,1.0061267547582751e-15,0.003142666071653366,False,False,124718,,,,,,,,,,,80,9977440,,,1,124718,,,,,,ADAPTIVE_PBE,0.21425945800729096,1.0,11,current-nlr-pbe-gw-v1:gw:matdb:000010003,1.1696164079534312e-12,0,-2.0449256944408263e-13,False,True,0.21743958303704858,False,2,4,structural_certificate,0.0,True,False,12,0.0005883749108761549
J_H0_plus_diagonal_observations,12,0.05,0.002063792198896408,5.468806005476652e-16,9.658657511834438e-16,0.003039125120267272,False,False,124718,,,,,,,,,,,72,8979696,,,1,124718,,,,,,ADAPTIVE_PBE,0.1794216251000762,1.0,12,current-nlr-pbe-gw-v1:gw:matdb:000009592,1.674229479926932e-12,0,-1.203381438332897e-12,False,True,0.18254329124465585,False,2,5,structural_certificate,0.0,True,False,14,0.00045250006951391697
J_H0_plus_diagonal_observations,13,0.05,0.002252291887998581,9.624758723878803e-16,9.25898226096945e-16,0.0035398751497268677,False,False,124718,,,,,,,,,,,54,6734772,,,1,124718,,,,,,ADAPTIVE_PBE,0.12950687506236136,1.0,14,current-nlr-pbe-gw-v1:gw:matdb:000009613,7.003851456160906e-13,0,-2.126371472152324e-13,False,True,0.1331559990067035,False,2,6,structural_certificate,0.0,True,False,7,0.0006674160249531269
J_H0_plus_diagonal_observations,14,0.05,0.0022473749704658985,1.0893037132682567e-15,9.96019422442719e-16,0.003321165917441249,False,False,124718,,,,,,,,,,,74,9229132,,,1,124718,,,,,,ADAPTIVE_PBE,0.16866424982436,1.0,6,current-nlr-pbe-gw-v1:gw:matdb:000009985,6.826654099387998e-13,0,-1.6287066042951368e-13,False,True,0.17202108376659453,False,2,7,structural_certificate,0.0,True,False,7,0.00041037495248019695
J_H0_plus_diagonal_observations,15,0.05,0.001955582993105054,8.534288978240924e-16,9.490549357996543e-16,0.003055291948840022,False,False,124718,,,,,,,,,,,57,7108926,,,1,124718,,,,,,ADAPTIVE_PBE,0.1308971659746021,1.0,7,current-nlr-pbe-gw-v1:gw:matdb:000009577,5.34025865476077e-13,0,-6.568131275760106e-14,False,True,0.13398812478408217,False,2,8,structural_certificate,0.0,True,False,5,0.0005299998447299004
J_H0_plus_diagonal_observations,16,0.05,0.002106625121086836,5.407929115266636e-16,9.927140124382341e-16,0.0032310420647263527,False,False,124718,,,,,,,,,,,54,6734772,,,1,124718,,,,,,ADAPTIVE_PBE,0.13334687403403223,1.0,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,4.720467274830354e-13,0,-4.0260223561304916e-14,False,True,0.1366151669062674,False,2,9,structural_certificate,0.0,True,False,182,0.0006728330627083778
J_H0_plus_diagonal_observations,17,0.05,0.0025106670800596476,7.569009075199019e-16,9.625313104227727e-16,0.00411895802244544,False,False,124718,,,,,,,,,,,81,10102158,,,1,124718,,,,,,ADAPTIVE_PBE,0.18410512409172952,1.0,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,3.353810217759105e-12,0,-3.1837444649432024e-14,False,True,0.1883177908603102,False,2,10,structural_certificate,0.0,True,False,71,0.00041054096072912216
J_H0_plus_diagonal_observations,18,0.05,0.0020620001014322042,6.502304278726707e-16,9.611672081582937e-16,0.0031654590275138617,False,False,124718,,,,,,,,,,,78,9728004,,,1,124718,,,,,,ADAPTIVE_PBE,0.23865479114465415,1.0,71,current-nlr-pbe-gw-v1:gw:matdb:000289958,1.2671652724152078e-11,0,-3.46714550301462e-12,False,True,0.24186162510886788,False,2,11,structural_certificate,0.0,True,False,135,0.00036675017327070236
J_H0_plus_diagonal_observations,19,0.05,0.0021006250753998756,5.905014783418985e-16,9.65556716258333e-16,0.003120291978120804,False,False,124718,,,,,,,,,,,72,8979696,,,1,124718,,,,,,ADAPTIVE_PBE,0.18462579185143113,1.0,135,current-nlr-pbe-gw-v1:gw:matdb:000289941,1.0877261117170917e-11,0,-5.246781078540209e-12,False,True,0.1878038328140974,False,2,12,structural_certificate,0.0,True,False,46,0.000846582930535078
