method,seed,bo_iteration,selected_action_index,selected_action_x,observed_scalar_outcome,incumbent_before_observation,incumbent,noise_free_best_value_observed,simple_regret,t_0_10_status,t_0_10,active_factor_indices,M_t,N,active_factor_fraction,cumulative_factor_use_through_iteration,cumulative_final_active_factor_use,cumulative_factor_ratio_through_iteration,R_factors,raw_factor_likelihood_evaluation_count,decision_factor_likelihood_evaluation_count,heldout_factor_likelihood_evaluation_count,inference_sample_count,inference_ess,inference_ess_fraction,inference_wall_time_seconds,laplace_converged,laplace_mode_iterations,laplace_gradient_infinity_norm,maximum_split_half_ei_discrepancy,heldout_full_target_sample_count,heldout_full_target_ess,heldout_full_target_ess_fraction,heldout_full_target_wall_time_seconds,heldout_laplace_converged,heldout_laplace_mode_iterations,heldout_laplace_gradient_infinity_norm,heldout_maximum_split_half_ei_discrepancy,selected_action_acquisition_estimate,structural_bound_at_worst_challenger,empirical_inference_allowance,adaptive_heldout_full_target_acquisition_regret,numerical_accuracy_reliable,config_sha256,starting_git_commit,preference_bank_sha256,scalar_noise_sha256,screened_factor_source,scalar_observation_count
adaptive,1,4,7,0.4375,-0.0338621028932186,0.9933240422968641,0.9933240422968641,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",21,24,0.875,89,130,0.9270833333333334,0.9027777777777778,5359323,3786291,1573032,16384,16360.759004673682,0.9985814822188527,0.34293391718529165,True,3,5.185296636511794e-13,,65536,65440.83558353565,0.9985479062429146,0.05623804195784032,True,3,4.1255887595070817e-13,0.00012610723966118012,0.00020160163982460192,7.003878741028934e-05,0.00012398073443678812,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,6314cf07d75088169d437aa1a128d20d0f90c118eee523f4db454709ee2129c6,historical_preference_bank_only,7
adaptive,1,5,16,1.0,-0.007731047663230774,0.9933240422968641,0.9933240422968641,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",21,24,0.875,110,130,0.9166666666666666,0.9027777777777778,5359333,3786301,1573032,16384,16365.10424260306,0.9988466944948157,0.3340615399647504,True,3,4.954370247389761e-13,,65536,65459.594034363654,0.9988341374872384,0.05316091701388359,True,3,5.233591338082988e-13,4.2207245682033214e-05,0.00016452987991337766,8.8640331863552e-05,0.00017807516036515928,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,6314cf07d75088169d437aa1a128d20d0f90c118eee523f4db454709ee2129c6,historical_preference_bank_only,8
adaptive,1,6,9,0.5625,0.01679346627361513,0.9933240422968641,0.9933240422968641,0.9882354306132825,0.0,reached,2,"[0, 1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 19, 20, 21, 22, 23]",20,24,0.8333333333333334,130,130,0.9027777777777778,0.9027777777777778,5015130,3442098,1573032,16384,16369.016367085671,0.9990854716238813,0.462663835613057,True,3,4.669042930061096e-13,,65536,65475.197910199815,0.9990722337371798,0.06750591704621911,True,3,3.677613769070831e-13,4.5488913326197436e-05,5.178412408768272e-05,0.00019045101119686295,3.972255937800745e-05,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9de465191e8d846a5185f60df87436d40f8426634d451e934ab39e5928e180b5,6314cf07d75088169d437aa1a128d20d0f90c118eee523f4db454709ee2129c6,historical_preference_bank_only,9
standard,2,1,1,0.0625,0.0809465418652847,0.2412559451178716,0.2412559451178716,0.258984272217597,0.7292511583956854,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.05378531048573165,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,4
standard,2,2,3,0.1875,0.5039232162018262,0.2412559451178716,0.5039232162018262,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.05378402636609069,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,5
standard,2,3,4,0.25,0.4844756929429248,0.5039232162018262,0.5039232162018262,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.017447874982035247,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,6
standard,2,4,5,0.3125,0.21168718677081638,0.5039232162018262,0.5039232162018262,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.016780591863131286,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,7
standard,2,5,6,0.375,-0.0007693388963831531,0.5039232162018262,0.5039232162018262,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.009484916530667346,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,8
standard,2,6,15,0.9375,-0.0030388744007595146,0.5039232162018262,0.5039232162018262,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.008714641845015112,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,9
full,2,1,7,0.4375,-0.03193747019538034,0.2412559451178716,0.2412559451178716,0.258984272217597,0.7292511583956854,not_reached,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,24,144,1.0,1.0,1573032,1573032,0,65536,65390.09560840024,0.9977736756652869,0.058511790819466114,True,3,1.149080830487037e-13,0.0023982137768479087,,,,,,,,,0.08618659786361234,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,4
full,2,2,0,0.0,0.007052953115615909,0.2412559451178716,0.2412559451178716,0.258984272217597,0.7292511583956854,not_reached,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,48,144,1.0,1.0,3145896,3145896,0,131072,130819.73251746743,0.9980753518483538,0.11556533398106694,True,3,5.828670879282072e-14,0.0012822955923061652,,,,,,,,,0.08283194657092618,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,5
full,2,3,13,0.8125,0.6813436947711698,0.2412559451178716,0.6813436947711698,0.69338852619193,0.2948469044213524,not_reached,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,72,144,1.0,1.0,1573032,1573032,0,65536,65437.53458443327,0.9984975369939159,0.0556790828704834,True,3,1.2922996006636822e-13,0.0015922316901856998,,,,,,,,,0.06507619615215984,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,6
full,2,4,12,0.75,0.9985076449491379,0.6813436947711698,0.9985076449491379,0.9882354306132825,0.0,reached,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,96,144,1.0,1.0,1573032,1573032,0,65536,65441.50978110301,0.9985581936813813,0.05533870798535645,True,3,1.149080830487037e-13,0.0003270404260950202,,,,,,,,,0.008365527758087906,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,7
full,2,5,11,0.6875,0.5567171244799051,0.9985076449491379,0.9985076449491379,0.9882354306132825,0.0,reached,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,120,144,1.0,1.0,1573032,1573032,0,65536,65464.68030087338,0.9989117477550259,0.0538847919087857,True,3,4.788947016720613e-13,7.467611647012009e-05,,,,,,,,,0.0012459052744987636,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,8
full,2,6,10,0.625,0.17154903203339567,0.9985076449491379,0.9985076449491379,0.9882354306132825,0.0,reached,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,144,144,1.0,1.0,1573032,1573032,0,65536,65478.2266649924,0.9991184488676819,0.05418604193255305,True,3,5.487832410722149e-13,5.01898797118019e-05,,,,,,,,,0.00020285981530848986,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,9
adaptive,2,1,7,0.4375,-0.03193747019538034,0.2412559451178716,0.2412559451178716,0.258984272217597,0.7292511583956854,not_reached,3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",23,24,0.9583333333333334,23,135,0.9583333333333334,0.9375,6096906,4523874,1573032,16384,16348.061466338862,0.9978064859825966,0.42580633074976504,True,3,4.718447854656915e-14,,65536,65384.53680007043,0.9976888549815435,0.0568727080244571,True,3,1.149080830487037e-13,0.0016108433670195127,0.08414982904471772,3.326091636020493e-05,0.003234826034990903,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,4
adaptive,2,2,0,0.0,0.007052953115615909,0.2412559451178716,0.2412559451178716,0.258984272217597,0.7292511583956854,not_reached,3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",23,24,0.9583333333333334,46,135,0.9583333333333334,0.9375,6096932,4523900,1573032,16384,16350.979971142518,0.9979846173793041,0.3826666681561619,True,3,1.2168044349891716e-13,,65536,65408.32324781285,0.9980518073701912,0.05701333307661116,True,3,5.828670879282072e-14,0.002032533364816569,0.08308846630644773,0.0,0.0,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,5
adaptive,2,3,12,0.75,0.9985076449491379,0.2412559451178716,0.9985076449491379,0.9882354306132825,0.0,reached,3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",23,24,0.9583333333333334,69,135,0.9583333333333334,0.9375,6096918,4523886,1573032,16384,16358.97492359407,0.9984725905513959,0.4956408760044724,True,3,8.104628079763643e-14,,65536,65436.3901693712,0.9984800746058838,0.0983405839651823,True,3,1.2922996006636822e-13,0.0016326250138347514,0.06553639408676795,9.033680347810284e-05,0.002631284455846045,0.000871558417169141,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,6
adaptive,2,4,11,0.6875,0.5567171244799051,0.9985076449491379,0.9985076449491379,0.9882354306132825,0.0,reached,3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",23,24,0.9583333333333334,92,135,0.9583333333333334,0.9375,6096942,4523910,1573032,16384,16360.422303603782,0.9985609316164418,0.3773707067593932,True,3,4.867217739956686e-13,,65536,65443.56023208436,0.9985894810803888,0.05879133311100304,True,3,3.821387650759789e-13,0.00011278183581526287,0.0014364615797744279,0.0,0.0,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,7
adaptive,2,5,13,0.8125,0.6813436947711698,0.9985076449491379,0.9985076449491379,0.9882354306132825,0.0,reached,3,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",22,24,0.9166666666666666,114,135,0.95,0.9375,5719935,4146903,1573032,16384,16364.891580293708,0.9988337146175359,0.3585910841356963,True,3,1.624256285026604e-13,,65536,65460.88512263474,0.9988538379308279,0.05488841701298952,True,3,5.029310301551959e-14,0.0001475882700953245,0.000650002343324953,0.0,0.0,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,8
adaptive,2,6,10,0.625,0.17154903203339567,0.9985076449491379,0.9985076449491379,0.9882354306132825,0.0,reached,3,"[0, 1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",21,24,0.875,135,135,0.9375,0.9375,5359351,3786319,1573032,16384,16369.75329846553,0.9991304503457965,0.3414552069734782,True,3,4.96713781217295e-13,,65536,65478.84274662764,0.9991278495273993,0.05394795793108642,True,3,5.487832410722149e-13,7.664507603096526e-05,0.0002302354718629983,0.00019414697675575274,0.00010232726545655298,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,9f6cfe2fabd6b13a69611df4db6261afb46fba119ccf02169e99ddd2ef3c7eca,bbac455606db9b9c451cb8d931439b4c38bc529e8a199fbe2915fa841dba5401,historical_preference_bank_only,9
standard,3,1,1,0.0625,0.05969919099343821,0.26951274834133376,0.26951274834133376,0.258984272217597,0.7292511583956854,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.048264140977683605,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,4
standard,3,2,3,0.1875,0.5249561609007699,0.26951274834133376,0.5249561609007699,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.048262091714797804,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,5
standard,3,3,4,0.25,0.4921415299639533,0.5249561609007699,0.5249561609007699,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.015754685940488435,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,6
standard,3,4,5,0.3125,0.19705442211489543,0.5249561609007699,0.5249561609007699,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.014744628309897985,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,7
standard,3,5,6,0.375,0.0033968850857575275,0.5249561609007699,0.5249561609007699,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.007835181055437252,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,8
standard,3,6,15,0.9375,-0.02308611026499585,0.5249561609007699,0.5249561609007699,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.0074608659706779795,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,9
full,3,1,6,0.375,0.0033968850857575275,0.26951274834133376,0.26951274834133376,0.258984272217597,0.7292511583956854,not_reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,24,144,1.0,1.0,1573032,1573032,0,65536,65407.261414002634,0.9980356050720617,0.05732029117643833,True,3,2.5224267119483557e-13,0.000694306155924071,,,,,,,,,0.05731562126360961,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,4
full,3,2,4,0.25,0.4921415299639533,0.26951274834133376,0.4921415299639533,0.5017397422557428,0.48649568835753965,not_reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,48,144,1.0,1.0,1573032,1573032,0,65536,65424.44492378893,0.9982978046232441,0.05711779207922518,True,3,1.1968204205459188e-13,0.0016467888438000608,,,,,,,,,0.04706669695413094,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,5
full,3,3,5,0.3125,0.19705442211489543,0.4921415299639533,0.4921415299639533,0.5017397422557428,0.48649568835753965,not_reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,72,144,1.0,1.0,1573032,1573032,0,65536,65443.82996678181,0.99859359690524,0.056778250029310584,True,3,2.405853294362714e-13,0.000537985854146673,,,,,,,,,0.01927793880172605,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,6
full,3,4,3,0.1875,0.5249561609007699,0.4921415299639533,0.5249561609007699,0.5220877718429023,0.4661476587703801,not_reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,96,144,1.0,1.0,1573032,1573032,0,65536,65457.38551514194,0.9988004381582938,0.055416957940906286,True,3,1.695310558602614e-13,0.0006065754012414756,,,,,,,,,0.011209408480324394,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,7
full,3,5,1,0.0625,0.05969919099343821,0.5249561609007699,0.5249561609007699,0.5220877718429023,0.4661476587703801,not_reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,120,144,1.0,1.0,1573032,1573032,0,65536,65464.19808722547,0.9989043897586894,0.05426479200832546,True,3,3.596012376760882e-13,0.00038810861051416946,,,,,,,,,0.008121103515041733,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,8
full,3,6,12,0.75,0.9957998213543857,0.5249561609007699,0.9957998213543857,0.9882354306132825,0.0,reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,144,144,1.0,1.0,1573032,1573032,0,65536,65473.92333996333,0.9990527853387959,0.05466116708703339,True,3,2.6001423236721166e-13,0.0004215860658296324,,,,,,,,,0.007862851016087762,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,9
adaptive,3,1,6,0.375,0.0033968850857575275,0.26951274834133376,0.26951274834133376,0.258984272217597,0.7292511583956854,not_reached,7,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",23,24,0.9583333333333334,23,130,0.9583333333333334,0.9027777777777778,6096924,4523892,1573032,16384,16353.035690439905,0.9981100885278262,0.382230915594846,True,3,6.94999613415348e-14,,65536,65405.97214650848,0.9980159324113232,0.05851300014182925,True,3,2.5224267119483557e-13,0.0015188180517026612,0.056808619182448644,3.683740240634017e-05,0.00245289412923417,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,c004b0069109dc887d6ac7d171097daeb904d500424d3669c49f49bc54fc4e50,07329ba0683ead78dea75ce3b6b6f744c49e3dcbb600bac59fbe78418d927f95,historical_preference_bank_only,4
